pair	term1	term2	term2: unigram or bigram	source	relation	relatedness score	pos
(family business, closed corporation)	family business	closed corporation	bigram	WordNet_is-a	hypernym	0.361	n-n
(family business, cottage industry)	family business	cottage industry	bigram	PhraseTable_co-aligned	None	0.361	n-n
(family business, farm)	family business	farm	unigram	PhraseTable_co-aligned	None	0.333	n-n
(family business, mom)	family business	mom	unigram	PhraseTable_co-aligned	None	0.308	n-n
(family business, offer)	family business	offer	unigram	PhraseTable_co-aligned	None	0.220	n-n
(fantasy world, fairyland)	fantasy world	fairyland	unigram	WordNet_synonym	None	0.746	a-n
(fantasy world, phantasy)	fantasy world	phantasy	unigram	WordNet_is-a	hypernym	0.690	a-n
(fantasy world, world fantasy)	fantasy world	world fantasy	bigram	Wikipedia_transposed	None	0.565	a-n
(fantasy world, paracosm)	fantasy world	paracosm	unigram	WordNet_is-a	hyponym	0.420	a-n
(farm community, farming sector)	farm community	farming sector	bigram	PhraseTable_co-aligned	None	0.846	n-n
(farm community, agricultural industry)	farm community	agricultural industry	bigram	PhraseTable_co-aligned	None	0.746	n-n
(farm community, community farm)	farm community	community farm	bigram	Wikipedia_transposed	None	0.733	n-n
(farm community, agriculture industry)	farm community	agriculture industry	bigram	PhraseTable_co-aligned	None	0.721	n-n
(farm community, farming)	farm community	farming	unigram	PhraseTable_co-aligned	None	0.713	n-n
(farm community, agriculture sector)	farm community	agriculture sector	bigram	PhraseTable_co-aligned	None	0.682	n-n
(farm community, farming industry)	farm community	farming industry	bigram	PhraseTable_co-aligned	None	0.653	n-n
(farm community, grower)	farm community	grower	unigram	PhraseTable_co-aligned	None	0.547	n-n
(farm community, people)	farm community	people	unigram	PhraseTable_co-aligned	None	0.489	n-n
(farm community, producer)	farm community	producer	unigram	PhraseTable_co-aligned	None	0.458	n-n
(farm community, industry)	farm community	industry	unigram	PhraseTable_co-aligned	None	0.450	n-n
(fashion designer, designer fashion)	fashion designer	designer fashion	bigram	Wikipedia_transposed	None	0.777	n-n
(fashion designer, couturier)	fashion designer	couturier	unigram	WordNet_synonym	None	0.741	n-n
(fashion designer, costumier)	fashion designer	costumier	unigram	WordNet_is-a	hyponym	0.600	n-n
(fashion designer, creator)	fashion designer	creator	unigram	WordNet_is-a	hypernym	0.513	n-n
(feature film, movie)	feature film	movie	unigram	WordNet_is-a	hypernym	0.890	n-n
(feature film, cinema)	feature film	cinema	unigram	PhraseTable_co-aligned	None	0.825	n-n
(feature film, cinematography)	feature film	cinematography	unigram	PhraseTable_co-aligned	None	0.816	n-n
(feature film, motion picture)	feature film	motion picture	bigram	PhraseTable_co-aligned	None	0.808	n-n
(feature film, film feature)	feature film	film feature	bigram	Wikipedia_transposed	None	0.800	n-n
(feature film, video)	feature film	video	unigram	PhraseTable_co-aligned	None	0.664	n-n
(feature film, filmmaking process)	feature film	filmmaking process	bigram	PhraseTable_co-aligned	None	0.578	n-n
(feature film, box office)	feature film	box office	bigram	PhraseTable_co-aligned	None	0.515	n-n
(feature film, western)	feature film	western	unigram	WordNet_is-a	hyponym	0.500	n-n
(feature film, picture)	feature film	picture	unigram	PhraseTable_co-aligned	None	0.418	n-n
(feature film, long form)	feature film	long form	bigram	PhraseTable_co-aligned	None	0.242	n-n
(feature film, big fat)	feature film	big fat	bigram	PhraseTable_co-aligned	None	0.091	n-n
(field crop, agriculture)	field crop	agriculture	unigram	PhraseTable_co-aligned	None	0.821	n-n
(field crop, crop field)	field crop	crop field	bigram	Wikipedia_transposed	None	0.688	n-n
(field crop, plant)	field crop	plant	unigram	PhraseTable_co-aligned	None	0.683	n-n
(field crop, grain)	field crop	grain	unigram	PhraseTable_co-aligned	None	0.677	n-n
(field crop, farm)	field crop	farm	unigram	PhraseTable_co-aligned	None	0.652	n-n
(field crop, land)	field crop	land	unigram	PhraseTable_co-aligned	None	0.637	n-n
(field crop, field corn)	field crop	field corn	bigram	WordNet_is-a	hyponym	0.555	n-n
(field crop, pest management)	field crop	pest management	bigram	PhraseTable_co-aligned	None	0.484	n-n
(field hockey, field game)	field hockey	field game	bigram	WordNet_is-a	hypernym	0.669	n-n
(field hockey, hockey field)	field hockey	hockey field	bigram	Wikipedia_transposed	None	0.648	n-n
(field hockey, football)	field hockey	football	unigram	PhraseTable_co-aligned	None	0.386	n-n
(field hockey, shinny)	field hockey	shinny	unigram	WordNet_is-a	hyponym	0.138	n-n
(field hockey, judo)	field hockey	judo	unigram	PhraseTable_co-aligned	None	0.107	n-n
(field training, coaching)	field training	coaching	unigram	PhraseTable_co-aligned	None	0.709	n-n
(field training, practical education)	field training	practical education	bigram	PhraseTable_co-aligned	None	0.658	n-n
(field training, apprenticeship)	field training	apprenticeship	unigram	PhraseTable_co-aligned	None	0.657	n-n
(field training, practical instruction)	field training	practical instruction	bigram	PhraseTable_co-aligned	None	0.648	n-n
(field training, instruction)	field training	instruction	unigram	PhraseTable_co-aligned	None	0.592	n-n
(field training, training field)	field training	training field	bigram	Wikipedia_transposed	None	0.562	n-n
(field training, train)	field training	train	unigram	PhraseTable_co-aligned	None	0.302	n-n
(field training, completion)	field training	completion	unigram	PhraseTable_co-aligned	None	0.271	n-n
(fighting crime, crime fighting)	fighting crime	crime fighting	bigram	Wikipedia_transposed	None	0.833	a-n
(fighting crime, law enforcement)	fighting crime	law enforcement	bigram	PhraseTable_co-aligned	None	0.705	a-n
(fighting crime, combat)	fighting crime	combat	unigram	PhraseTable_co-aligned	None	0.639	a-n
(fighting crime, criminality)	fighting crime	criminality	unigram	PhraseTable_co-aligned	None	0.535	a-n
(fighting crime, criminal)	fighting crime	criminal	unigram	PhraseTable_co-aligned	None	0.473	a-n
(fighting crime, control)	fighting crime	control	unigram	PhraseTable_co-aligned	None	0.444	a-n
(fighting crime, enforcement)	fighting crime	enforcement	unigram	PhraseTable_co-aligned	None	0.421	a-n
(film making, making film)	film making	making film	bigram	Wikipedia_transposed	None	0.914	n-n
(film making, moviemaking)	film making	moviemaking	unigram	WordNet_synonym	None	0.883	n-n
(film making, devising)	film making	devising	unigram	WordNet_is-a	hypernym	0.284	n-n
(film noir, noir film)	film noir	noir film	bigram	Wikipedia_transposed	None	0.700	n-n
(film noir, movie)	film noir	movie	unigram	WordNet_is-a	hypernym	0.605	n-n
(fire alarm, alarm fire)	fire alarm	alarm fire	bigram	Wikipedia_transposed	None	0.812	n-n
(fire alarm, alert)	fire alarm	alert	unigram	WordNet_is-a	hypernym	0.754	n-n
(fire alarm, smoke)	fire alarm	smoke	unigram	PhraseTable_co-aligned	None	0.618	n-n
(fire alarm, building)	fire alarm	building	unigram	PhraseTable_co-aligned	None	0.377	n-n
(fire chief, chief fire)	fire chief	chief fire	bigram	Wikipedia_transposed	None	0.735	n-n
(fire chief, fireman)	fire chief	fireman	unigram	WordNet_is-a	hypernym	0.682	n-n
(fire chief, team leader)	fire chief	team leader	bigram	PhraseTable_co-aligned	None	0.552	n-n
(fire chief, supervisor)	fire chief	supervisor	unigram	PhraseTable_co-aligned	None	0.526	n-n
(fire chief, charge)	fire chief	charge	unigram	PhraseTable_co-aligned	None	0.491	n-n
(fire chief, group leader)	fire chief	group leader	bigram	PhraseTable_co-aligned	None	0.483	n-n
(fire chief, house leader)	fire chief	house leader	bigram	PhraseTable_co-aligned	None	0.295	n-n
(fire chief, health officer)	fire chief	health officer	bigram	PhraseTable_co-aligned	None	0.264	n-n
(fire chief, executive)	fire chief	executive	unigram	PhraseTable_co-aligned	None	0.254	n-n
(fire chief, initiative)	fire chief	initiative	unigram	PhraseTable_co-aligned	None	0.228	n-n
(fire chief, party leader)	fire chief	party leader	bigram	PhraseTable_co-aligned	None	0.225	n-n
(fire chief, count)	fire chief	count	unigram	PhraseTable_co-aligned	None	0.027	n-n
(fire engine, ladder truck)	fire engine	ladder truck	bigram	WordNet_is-a	hyponym	0.616	n-n
(fire engine, truck)	fire engine	truck	unigram	WordNet_is-a	hypernym	0.555	n-n
(fire engine, engine fire)	fire engine	engine fire	bigram	Wikipedia_transposed	None	0.468	n-n
(fishing line, fishing gear)	fishing line	fishing gear	bigram	WordNet_part-whole	holonym	0.688	n-n
(fishing line, cord)	fishing line	cord	unigram	WordNet_is-a	hypernym	0.619	n-n
(fishing line, line fishing)	fishing line	line fishing	bigram	Wikipedia_transposed	None	0.458	n-n
(fishing line, handline)	fishing line	handline	unigram	WordNet_is-a	hyponym	0.416	n-n
(flight hours, flying time)	flight hours	flying time	bigram	PhraseTable_co-aligned	None	0.864	n-n
(flight hours, hours flight)	flight hours	hours flight	bigram	Wikipedia_transposed	None	0.826	n-n
(flight hours, flying experience)	flight hours	flying experience	bigram	PhraseTable_co-aligned	None	0.696	n-n
(flight hours, flying)	flight hours	flying	unigram	PhraseTable_co-aligned	None	0.680	n-n
(flight hours, time)	flight hours	time	unigram	PhraseTable_co-aligned	None	0.500	n-n
(flight hours, experience)	flight hours	experience	unigram	PhraseTable_co-aligned	None	0.500	n-n
(flight hours, air)	flight hours	air	unigram	PhraseTable_co-aligned	None	0.390	n-n
(flight training, flying instruction)	flight training	flying instruction	bigram	PhraseTable_co-aligned	None	0.860	n-n
(flight training, pilot)	flight training	pilot	unigram	PhraseTable_co-aligned	None	0.726	n-n
(flight training, flying)	flight training	flying	unigram	PhraseTable_co-aligned	None	0.724	n-n
(flight training, training flight)	flight training	training flight	bigram	Wikipedia_transposed	None	0.537	n-n
(flight training, aircraft)	flight training	aircraft	unigram	PhraseTable_co-aligned	None	0.519	n-n
(flight training, examination)	flight training	examination	unigram	PhraseTable_co-aligned	None	0.297	n-n
(flight training, centre)	flight training	centre	unigram	PhraseTable_co-aligned	None	0.190	n-n
(food quality, quality food)	food quality	quality food	bigram	Wikipedia_transposed	None	0.773	n-n
(food quality, agriculture)	food quality	agriculture	unigram	PhraseTable_co-aligned	None	0.504	n-n
(food quality, control)	food quality	control	unigram	PhraseTable_co-aligned	None	0.444	n-n
(food quality, safety)	food quality	safety	unigram	PhraseTable_co-aligned	None	0.386	n-n
(food quality, knowledge)	food quality	knowledge	unigram	PhraseTable_co-aligned	None	0.218	n-n
(food quality, project)	food quality	project	unigram	PhraseTable_co-aligned	None	0.189	n-n
(food quality, business risk)	food quality	business risk	bigram	PhraseTable_co-aligned	None	0.150	n-n
(football team, team football)	football team	team football	bigram	Wikipedia_transposed	None	0.804	n-n
(football team, football league)	football team	football league	bigram	WordNet_part-whole	holonym	0.690	n-n
(football team, eleven)	football team	eleven	unigram	WordNet_synonym	None	0.656	n-n
(football team, squad)	football team	squad	unigram	WordNet_is-a	hypernym	0.560	n-n
(front entrance, main gate)	front entrance	main gate	bigram	PhraseTable_co-aligned	None	0.897	a-n
(front entrance, main entry)	front entrance	main entry	bigram	PhraseTable_co-aligned	None	0.860	a-n
(front entrance, main door)	front entrance	main door	bigram	PhraseTable_co-aligned	None	0.805	a-n
(front entrance, entry)	front entrance	entry	unigram	PhraseTable_co-aligned	None	0.797	a-n
(front entrance, gate)	front entrance	gate	unigram	PhraseTable_co-aligned	None	0.716	a-n
(front entrance, entrance front)	front entrance	entrance front	bigram	Wikipedia_transposed	None	0.685	a-n
(front entrance, main lobby)	front entrance	main lobby	bigram	PhraseTable_co-aligned	None	0.653	a-n
(front entrance, main)	front entrance	main	unigram	PhraseTable_co-aligned	None	0.593	a-n
(front entrance, foyer)	front entrance	foyer	unigram	PhraseTable_co-aligned	None	0.566	a-n
(front entrance, main hall)	front entrance	main hall	bigram	PhraseTable_co-aligned	None	0.566	a-n
(front entrance, exterior door)	front entrance	exterior door	bigram	WordNet_is-a	hypernym	0.453	a-n
(front entrance, visitor)	front entrance	visitor	unigram	PhraseTable_co-aligned	None	0.352	a-n
(front entrance, knocker)	front entrance	knocker	unigram	WordNet_part-whole	meronym	0.294	a-n
(frying pan, skillet)	frying pan	skillet	unigram	WordNet_synonym	None	0.877	n-n
